0 -0.0576480297461 -0.577957788648 0.580825706037
0.005 -0.730079311737 -0.127030752724 0.741048320667
0.01 -1.62780520951 0.680244068518 1.76422271634
0.015 -2.52012879266 1.61624918057 2.99387884613
0.02 -3.34811580683 2.48468864158 4.16935931548
0.025 -4.14671648822 3.33688067099 5.32259619416
0.03 -4.95719892982 4.21313332689 6.50571392393
0.035 -5.82385345534 5.14327755012 7.76985025769
0.04 -6.62599114236 6.03487657506 8.96233752404
0.045 -7.44774122632 6.85326023079 10.1210683806
0.05 -8.26240965669 7.67848246743 11.2794727863
0.055 -9.13663511132 8.59041712669 12.5408678953
0.06 -9.96062219375 9.40012780446 13.6958532858
0.065 -10.7745688338 10.2022877891 14.8383964661
0.07 -11.5746449494 10.9854467429 15.9578333694
0.075 -12.3878211717 11.7530478576 17.0760723624
0.08 -13.2684570531 12.5243704186 18.2458709562
0.085 -14.0763777091 13.2510275658 19.332204762
0.09 -14.8817383351 13.9657106646 20.4085082807
0.095 -15.7004479434 14.6580160905 21.4793273017
0.1 -16.5760809599 15.4037329166 22.6283328541
0.105 -17.4102778258 16.0623608711 23.6879127558
0.11 -18.2356100126 16.7270136777 24.7453118611
0.115 -19.0970161151 17.3251827078 25.7848401267
0.12 -19.9517036642 18.0521336823 26.9063191386
0.125 -20.8258621607 18.6135256849 27.9317001481
0.13 -21.6368510181 19.2425714486 28.9556536437
0.135 -22.5052727167 19.8310292827 29.9959501011
0.14 -23.3464297326 20.4881671199 31.0615642425
0.145 -24.248684901 21.1077430304 32.1486474873
0.15 -25.1242055317 21.7059794224 33.2020367791
0.155 -26.0104487299 22.273242763 34.2438430424
0.16 -26.8177416923 22.9214289429 35.278650403
0.165 -27.7545377052 23.4647187034 36.3442896073
0.17 -28.63071595 24.0321492441 37.3799691426
0.175 -29.4838520526 24.6040526096 38.4012621756
0.18 -30.3394633948 25.1863395188 39.431392791
0.185 -31.2818042244 25.8106416515 40.5554003555
0.19 -32.1660001902 26.4048168994 41.6156932386
0.195 -33.0661539543 26.9101580947 42.6324658683
0.2 -33.9515579113 27.5016175782 43.6926453081
0.205 -34.8187592491 28.0518446853 44.7129957159
0.21 -35.798011599 28.5701356523 45.8012039758
0.215 -36.6691703232 29.1083141846 46.81796671
0.22 -37.5402427247 29.6993513012 47.8677479263
0.225 -38.3611544423 30.2926406861 48.8796711311
0.23 -39.3919115733 30.7375200329 49.9651662178
0.235 -40.224379778 31.3822884861 51.0181218701
0.24 -41.1366802118 31.8282977341 52.0121812223
0.245 -42.0083113149 32.3445881859 53.0176442747
0.25 -42.9592348662 32.8445265726 54.0764161726
0.255 -43.7962672764 33.4069608675 55.0830106453
0.26 -44.7508713828 33.7578259143 56.0556089966
0.265 -45.5716259161 34.3870672907 57.0897844232
0.27 -46.4313944094 34.860870217 58.0616453357
0.275 -47.4233998112 35.2798312733 59.1070667884
0.28 -48.2923435461 35.8422298278 60.1399691071
0.285 -49.1256594619 36.3645845089 61.1204828521
0.29 -50.088511347 36.6894017239 62.088414119
0.295 -51.0077644248 37.2352945572 63.1526657583
0.3 -51.8743027851 37.7284260077 64.1434129
0.305 -52.7854051861 38.0968594448 65.097386278
0.31 -53.6682778938 38.55841367 66.0835480043
0.315 -54.4898327061 39.0719236195 67.0504070358
0.32 -55.4899518011 39.3484982757 68.0252825605
0.325 -56.3724347061 39.8721095871 69.0480739603
0.33 -57.1918353777 40.3354015216 69.9846458145
0.335 -58.0688975942 40.6977145317 70.910512873
0.34 -58.9368680889 41.1000810515 71.852425725
0.345 -59.7927488746 41.542774283 72.8077943156
0.35 -60.6888531162 41.841883578 73.7148568058
0.355 -61.603718976 42.160468679 74.6493356361
0.36 -62.4368972649 42.761428819 75.6763234752
0.365 -63.403741225 42.9328872473 76.5719740422
0.37 -64.2141772961 43.4443492067 77.5298139028
0.375 -65.1041562208 43.7454288294 78.436048477
0.38 -65.9362193512 44.1751134072 79.3664013728
0.385 -66.879545862 44.4433331731 80.2999596404
0.39 -67.7338417185 44.8428512733 81.232718927
0.395 -68.6375165881 45.0903295801 82.1233615058
0.4 -69.4338354822 45.5846620899 83.0603330575
0.405 -70.4026078615 45.8205288101 84.000286036
0.41 -71.2884365806 46.162448039 84.9294577815
0.415 -72.0808585801 46.5926365092 85.8284565312
0.42 -72.9625927086 46.8526086814 86.7104773082
0.425 -73.9214696331 47.1301938493 87.6677754081
0.43 -74.6946701726 47.6187387188 88.5823799035
0.435 -75.5842553155 47.6802634475 89.3665886896
0.44 -76.4546525908 47.9820878113 90.2640274612
0.445 -77.1778869822 48.4982555887 91.1510122499
0.45 -78.1971111746 48.6085875491 92.0737909482
0.455 -79.0256503338 48.9944915922 92.9812541164
0.46 -79.8146939449 49.3702445703 93.8499143231
0.465 -80.6793276564 49.5751222549 94.6934351351
0.47 -81.6688933928 49.7797716785 95.6443088551
0.475 -82.4159034222 50.3312286679 96.5692172285
0.48 -83.3209001989 50.358129901 97.3566312948
0.485 -84.1008376252 50.7192240588 98.2109493813
0.49 -84.9378234367 51.1112113502 99.1301658217
0.495 -85.7941106692 51.3748048608 100
